,Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),Gross claims incurred (£m),"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Gross BEL (inc. TPs as whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)","Net BEL (inc. TPs as a whole, pre-TMTP) (£m)",Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Pure net claims ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net expense ratio,Net combined ratio,Net combined ratio,Net combined ratio,Net combined ratio,Net combined ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Pure gross claims ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross expense ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,Gross combined ratio,
Firm 323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 324,3.177444376,9.268864517,5.149223094,6.864045346,0.514859213,1.45148196,4.451482674,3.020012559,0.837380477,0.696545783,1.565938235,0.856538833,1.088337405,0.090559011,0.972433054,0.556676528,0.964285256,0.273004678,0.010178525,0.405677287,0.718243388,0.085346685,0.366258797,0.116235496,0.374774844,1.847101936,0.151999547,1.191096456,0.337071277,1.416555638,0.98954271,1.090889936,0.428170037,0.88691369,0.90870156,0.166180343,0.328329094,0.278284574,0.23866947,0.228916799,1.812039972,1.868333086,0.800206854,0.420591076,1.515067474,
Firm 325,1.476245714,1.624370059,4.620919665,0.275563118,0.238105368,2.593577561,23.36328747,2.116673766,5.418362032,18.93905476,2.565286582,3.426249383,3.63335432,6.254499041,0.834390759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235938227,0.204776193,0.357765914,0.440079163,0.077119469,0.012621235,0.039664301,0.029074308,0.007590225,0.045570674,0.077135206,0.009230031,0.724871065,0.430852011,0.15797908,
Firm 326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 328,41.22845529,633.7617896,633.8594711,105.8399682,64.36709747,14.27486462,351.026767,353.5351754,40.23386122,34.19497952,194.0551933,240.8943496,395.4743959,220.5512296,198.6994232,0.186421598,0.110359152,0.269136628,1.480768648,0.680743457,0.177305405,0.178251641,0.043726952,0.075408037,0.17230305,0.158654137,1.402139548,0.678642664,0.490954178,0.345052572,0.6342422,0.260815023,1.774211143,1.366398445,1.086826125,0.360289561,0.03496797,0.163659709,0.022509367,0.065253226,0.321271286,0.996374158,1.522088687,0.30838428,0.601493339,
Firm 329,183.8963154,552.8040146,58.34435806,307.7029668,171.764929,1418.093815,1541.193711,1549.804465,293.2404569,1360.786235,374.9811844,779.8432891,846.1477914,1263.340652,612.0989726,0.407607864,0.45966468,0.783073503,0.904963576,0.523455308,0.463670875,0.22937709,0.368290223,0.547780655,0.204058674,0.718750936,0.954889121,1.10922026,0.718434124,0.529311185,0.510005753,1.14592573,0.459994787,0.034629645,0.063566543,0.552136353,0.26148597,0.436275721,0.020575113,0.378853131,1.241351196,0.858679808,0.024835018,0.754973162,0.035189141,
Firm 330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 331,-2.23995355,1.232688372,0.262263186,-0.963156477,0,17.12953385,12.2799415,2.74945802,9.187592715,0,0.559656651,0.278737816,0.070176455,0.022109461,0,-36.93767705,1203.731652,-6.283221142,2.53635486,0,212.6533326,1601.683875,9.198715938,65.66938487,0,141.8208669,4115.109852,19.84587525,0.010750105,0,-3.967527773,62.52124606,19.48999375,-85.50910382,0,0.322413924,9.890204896,1.606959146,6.975035894,0,-18.59588318,107.0390066,11.52345688,-59.41508423,0,
Firm 332,286.6680541,127.8255556,338.9272381,254.3286174,289.1164112,401.3603999,142.163514,1036.317261,550.141831,675.6151488,375.1680441,1010.314729,767.2007875,468.6709615,314.8033078,0.012241703,0.517175698,0.051975563,0.462121489,0.398380807,0.299627161,0.898563318,0.762607596,0.613390272,0.2399028,0.621394917,1.583853259,0.274706837,1.638942086,0.272505346,0.226786789,0.227198984,0.047455128,0.543972279,0.186421978,0.144183388,0.518633379,0.142540489,0.203400967,0.237933938,1.345202457,0.321232488,0.208744725,0.212695006,0.975257013,
Firm 333,0,150.6833225,386.6200048,121.0721434,197.6949484,0,807.1023943,1010.456012,733.2398418,491.5022036,0,9.186317488,48.69252158,30.63588332,9.675321524,0,0.077392315,0.239739399,0.026547307,0.229382272,0,1.156116147,0.615574017,1.539598252,1.260706776,0,1.531620875,0.192728152,0.28826007,0.540932906,0,0.177121413,0.115405034,0.886665479,0.006995419,0,0.183083485,0.100506549,0.021641588,0.257588598,0,1.054078325,0.363168632,1.141845377,0.325150462,
Firm 334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 335,0.063656803,1.185108475,0.69043666,-1.348500223,-0.688009598,3.852001382,2.929301922,3.517651821,3.349353958,24.68596254,2.35747863,2.781211587,2.513184913,1.804265206,13.05299693,11.82001969,1.504284034,1.445630104,-1.321073432,-4.015601039,239.7494278,2.598449569,3.176878283,0.844218553,8.172395276,183.4037434,0.712293375,2.893749816,2.351728744,-0.458287843,0.083766262,0.930782672,0.649984535,-4.453460308,-6.803613622,2.894320039,0.823379541,1.507585825,7.687985109,6.582974825,0.732497245,0.444717533,1.515040441,2.115720319,-0.202186758,
Firm 336,22.43552208,11.93078416,-2.243972476,1.355983768,-3.372728857,148.6011302,118.4859888,173.7050767,77.99349693,240.5959672,14.24310913,0.286329859,0.799869094,7.344603257,6.886356862,0,0,0,-107.2641963,4.56864076,0,0,0,3.233144434,4.309332509,0,0,0,-154.658579,6.466689714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 337,119.8266481,1150.479293,1114.620365,1122.451073,1299.882114,1409.549896,1670.245913,851.2798821,2076.356857,2296.686833,869.6308359,1108.31711,808.0375085,559.2965997,1298.256063,0.966138659,0.744411601,0.446460652,0.383379998,0.405534546,0.717585901,0.071580078,0.314351747,0.764910487,0.188242185,0.738475419,1.730582776,1.790696896,1.018611719,1.977102215,0.453147058,0.202703266,1.147954469,0.670921315,0.804894751,0.464480583,0.42263465,0.363604699,0.47942084,0.615487549,0.610879732,0.744130536,0.22007324,0.087789184,0.653477609,
Firm 338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 339,0,0,0,0,33.29570631,0,0,0,0,60.86427419,0,0,0,0,58.89345674,0,0,0,0,0.12424031,0,0,0,0,0.730198171,0,0,0,0,3.477888398,0,0,0,0,0.674710875,0,0,0,0,0.467232015,0,0,0,0,3.5058493,
Firm 340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 341,46.58880494,129.9653149,212.9974203,149.088001,607.2339843,236.0733768,360.0502755,584.4266128,35.35194355,413.611495,136.173208,385.2814013,440.0342882,51.89129612,858.4694573,0.423096586,0.728905321,1.056903895,0.104859638,0.743795952,0.544580973,0.431217904,0.744458623,0.068656591,0.083135061,1.370727845,0.62714721,1.070822223,0.436136624,0.098859213,0.222337362,0.708796495,0.906654526,0.732359821,0.99545266,0.666148813,0.636937062,0.584293261,0.511528976,0.450044481,1.056493972,1.526849481,0.266339915,1.877953852,0.847534427,
Firm 342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 343,128.0952467,55.87562356,19.28867885,25.19633918,0,229.7720997,69.36902598,147.6216149,28.90763558,0,27.34326677,75.12121528,98.24754895,10.82094079,0,0.598165438,0.555587429,0.416720026,0.533015693,0,0.163938225,0.308920673,0.977877686,0.396203581,0,0.27704752,2.005632188,0.518473455,0.55422385,0,0.372233638,0.328683351,0.413079002,0.419380145,0,0.233664046,0.636411527,0.386281471,0.25481594,0,1.198702589,1.28191052,0.935039198,1.48896813,0,
Firm 344,0,0,1.56438203,17.21066577,10.02743767,0,0,8.423476117,10.46014614,59.88923823,0,0,19.88341353,24.43346111,92.92020969,0,0,2.964521472,1.047296449,1.166030555,0,0,0.511312297,0.377037392,0.244961256,0,0,0.017464799,1.184491308,1.454757299,0,0,1.37832916,1.285494065,1.217705237,0,0,0.199899015,0.180105876,0.272801332,0,0,2.749059842,0.618848435,1.45823588,
Firm 345,1.023275536,35.3686684,73.45955502,89.58467806,0,6.671175325,47.98312145,55.01552389,122.9583864,0,38.63540117,12.59811472,1.230543361,17.57875995,0,0.682322516,0.847875676,0.384932491,0.217046117,0,0.754923011,0.875762128,0.007511644,0.381674901,0,1.633164284,0.605801695,1.709435235,0.70070019,0,0.579070518,0.04350912,1.184944561,0.248685499,0,0.127881142,0.697689108,0.110034994,0.251366337,0,0.103583596,1.143799732,1.859662423,0.991734646,0,
Firm 346,-4.377685769,-1.072758591,0,0,0,42.2559573,83.16233689,0,0,0,95.16796712,87.20317606,0,0,0,235.8008981,-247.3282682,0,0,0,-40.59682841,383.1120505,0,0,0,546.4844041,141.474732,0,0,0,553.0278116,-561.5152483,0,0,0,-112.2631982,395.1600702,0,0,0,29.84071734,-52.77171298,0,0,0,
Firm 347,0.550651287,131.7170705,259.4504074,255.6220618,527.2719656,174.2864543,24.91459795,1229.215016,38.40768879,25.87184805,135.354898,615.8009367,1403.701314,692.9027545,1153.976197,1.079561928,1.002969705,0.155484608,0.322465725,0.855697444,0.474554338,0.497384382,0.438484473,0.089447263,0.721087475,0.366075599,2.072493264,0.383137874,1.199299225,1.239821711,0.536933595,0.888358068,0.818994462,1.065676433,1.044657217,0.080675752,0.233281477,0.078156781,0.111222579,0.108303941,1.212818151,0.752155651,1.727339325,1.551182498,2.112201286,
Firm 348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 349,195.3216246,28.27796567,6.651859841,282.4613784,180.9845414,500.7956668,1537.849582,1023.660556,303.0426054,1795.60045,166.4565314,766.8552879,53.67306458,205.6117304,887.7141104,0.033129547,0.223048569,0.96265014,0.403633666,0.769103053,0.261800537,0.219851154,0.152811474,0.502600929,0.461901498,0.520041087,0.103448371,0.313209175,1.369211895,1.446604167,0.823704488,0.864993477,0.488089351,1.142465144,1.135130515,0.483931365,0.222692986,0.218876624,0.306163978,0.473672541,0.252494443,0.617230865,0.688079277,1.27080592,0.007007199,
Firm 350,4.905560802,-2.275271146,7.612732906,-9.758057626,-11.16729572,8.460020821,11.77897202,62.97256898,25.28923077,27.76499912,-0.739640853,-0.062211723,-0.731431098,-0.617352803,-0.56182829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 351,497.7964094,121.3318782,729.6244099,790.6281329,106.3271619,2368.308977,3826.307933,478.1390665,3635.950887,403.1950132,60.67983804,2409.342438,74.45436991,2690.781206,1070.113723,0.832084686,1.247867234,0.779116781,0.968913573,0.780223199,0.27326283,0.402725348,0.408557185,0.768932706,1.011553106,1.441516372,1.598536907,0.61654544,0.871793588,1.120891628,0.153000181,1.425245323,0.054840587,0.936641819,1.015342718,0.034980514,0.405254104,0.438015138,0.007901412,0.267457944,1.285103376,1.414073231,0.744993619,0.741059491,1.319459416,
Firm 352,0.695598816,0,0,0,0,3.968441542,0,0,0,0,1.080384171,0,0,0,0,0.175130534,0,0,0,0,0.614444059,0,0,0,0,0.554227592,0,0,0,0,0.005421788,0,0,0,0,0.535893721,0,0,0,0,0.414125084,0,0,0,0,
Firm 353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 354,0.046234697,0.268718981,0.145295149,4.348856986,4.671785862,21.89163178,5.658244274,10.47144581,18.47282811,7.498390132,15.63864019,18.15002815,8.007602721,6.902618992,13.22474073,0.301231551,0.375446461,0.063120969,0.268256936,0.369277334,0.606681049,0.417785662,1.013296421,0.544665342,0.439549418,1.25997367,0.868749026,1.674794568,0.065247228,0.230040688,0.244241789,0.067724029,0.185164396,0.188839338,0.01859544,0.716033245,1.453142512,1.235022766,0.119255612,0.021479702,0.118259745,1.822688684,0.024788486,0.931662283,0.105953248,
Firm 355,2.690544699,2.185561021,3.352490491,0.495624862,1.395586512,0.032681888,0.209624632,0.500645845,0.387573536,0.270383813,0.290266472,0.492153626,0.17007524,0.34246983,0.063151296,0.796982601,0.92345592,0.729952525,0.533596534,0.313543824,0.049442897,0.212003358,0.042214388,0.347752527,0.286832675,1.174495642,1.267926544,1.102048257,0.731375835,1.320013259,0.83288338,0.903818061,0.253305924,1.487298257,0.941581028,0.156836921,0.237420375,0.199572909,0.057484279,0.339055399,1.408200904,1.788472987,0.88922262,1.62891205,1.475004748,
Firm 356,11.55923281,111.6965543,238.7754421,190.6694261,232.7068248,-0.106158301,4.778063549,95.8358198,504.1385747,145.1383067,6.934612743,107.8861039,80.89521171,76.01605348,75.04153584,0.92944722,0.50614945,0.481743052,1.119898798,0.965675416,-1.444091836,-0.235076111,0.062256928,0.010189903,-0.003188147,-2.096166245,0.82600172,1.596736347,0.904396194,0.080678668,0.514669583,1.491916059,0.17675455,0.747572727,0.985546,2.025864741,0.373428044,0.350237812,0.346694213,0.082702538,1.736469227,1.408525147,1.306557802,0.403143352,0.193428627,
Firm 357,-1.237453428,-189.9363326,0,0,0,118.1113362,38.47111333,0,0,0,4.470045362,42.39586113,0,0,0,-6.932141628,-149.8841075,0,0,0,39.46704483,60.81044263,0,0,0,1.617267331,-30.5098201,0,0,0,-3.501071213,-60.118818,0,0,0,3.005328261,2.160187944,0,0,0,-0.231005509,-76.11981525,0,0,0,
Firm 358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 359,842.1150531,1072.256862,668.3892421,219.8255299,190.0125568,923.1853686,567.0610344,4741.978978,4689.400568,1104.45018,1287.842796,3833.383413,283.869469,1445.362682,3859.166074,0.763291028,0.615976121,0.654115185,0.60076273,0.444861154,0.454631317,0.562031504,0.158786248,0.238975956,0.589985766,1.583927696,0.665277541,1.79625943,1.527834538,0.80784527,0.102604565,0.342993014,0.665261084,1.225563008,0.944103815,0.139959147,0.014244149,0.07656263,0.243730385,0.003831238,0.993976506,1.165157798,0.550262529,1.002228396,1.714374398,
Firm 360,176.7687806,71.00153243,162.9867577,5.414785125,91.74328936,118.0907972,242.7039085,123.523079,244.1425738,306.331852,199.9485414,117.9057068,228.3936191,104.1491801,78.28133544,0.250551787,1.461584872,0.30113691,0.476178686,2.020984333,0.510790876,0.358675432,0.470660381,0.070531857,0.71585559,1.965664477,1.538616673,1.202551591,1.146257634,0.42327666,0.986456506,0.181155078,0.363831789,0.991427767,1.616579674,0.084512823,0.363742983,0.20966798,0.319999893,0.199834063,1.550218696,2.185174081,1.611209242,0.680353341,2.917464063,
Firm 361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 362,290.271157,1897.287587,425.1377685,1141.922333,543.9016408,1695.202608,2917.269223,4141.406029,1739.364461,1097.017999,1242.831883,217.6430944,803.3159655,879.8959554,2680.281971,0.356864577,0.743825033,1.117007932,0.386366519,0.949283566,0.561352909,0.636673639,0.282213327,0.559488969,0.619452615,0.623312738,0.951578376,0.571659831,0.431451942,1.409824558,1.121486356,0.287441814,0.241605062,0.830531279,0.237287643,0.321153861,0.422609134,0.122571562,0.559989531,0.074776302,1.327848798,0.526335243,0.961997029,0.832311422,1.356901712,
Firm 363,-0.25563591,-2.719291481,4.82532E-05,-2.202143167,2.739955151,26.61486776,36.74293384,17.34497988,33.65625257,45.41108012,49.52066398,52.07943426,34.910275,13.67109913,28.89646964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 364,-2.573016452,-8.707711377,-1.395410916,-56.72357764,-49.15448533,79.62714193,51.67681387,1379.119339,786.5611577,98.36586205,61.9848308,118.6602119,163.8411777,303.0926362,73.2946642,0,83.79681651,0.231779711,-814.3084048,598.2259222,0,-45.17725323,-0.099826478,1607.416172,-319.3398166,0,110.3794952,1.001099056,234.6334961,8.185880462,0,22.94392016,-0.496977742,-365.7908143,41.3264593,0,-8.425476838,1.239314383,254.186698,-0.564480954,0,30.08552507,0.121134407,-60.06742172,3.078940049,
Firm 365,0,17.6435186,14.87749571,33.00301532,14.00463548,0,1.087718138,0.067244749,1.744863355,2.972342229,0,1.014002424,3.120451298,5.034450074,7.225322806,0,1.145597558,0.487954062,0.386332351,0.148014122,0,0.166564761,0.095755449,0.111672385,0.059271838,0,0.311159779,0.247793833,0.914225331,1.269753312,0,0.146923596,0.006436389,1.254465451,0.76251785,0,0.198296224,0.294990716,0.021465371,0.20709342,0,1.483553191,0.297783547,1.633537517,0.760291244,
Firm 366,0,0,4.458553623,46.50501444,62.48748056,0,0,6.615012368,36.84643234,26.69379033,0,0,12.96831149,33.92362553,51.55666006,0,0,0.109664269,1.457673829,0.897251861,0,0,0.401535776,0.493559653,0.158640081,0,0,1.893567681,0.212102948,2.556020139,0,0,0.021036811,1.176116784,1.559569542,0,0,0.141118857,0.014165815,0.323342799,0,0,1.091288093,1.466689184,0.460603132,
Firm 367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 368,42.83614339,492.5059448,134.9160483,194.4967513,236.0649389,356.1158668,6.018111281,34.90069791,408.6475109,57.15104026,77.39182628,75.83708275,229.7491,302.4087702,181.7284899,0.163996616,0.132908229,1.193888467,0.082228419,0.083920655,0.675100855,0.158791811,0.108390838,0.540637698,0.262922181,1.124191357,1.279004146,1.406451518,1.306795933,0.617212153,0.494879562,0.6508355,0.989560137,1.087717392,1.338470048,0.536109563,0.150759223,0.361242444,0.440728033,0.41005813,1.099137068,1.043796211,0.018926995,1.61613001,1.093565492,
Firm 369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 371,146.6189022,56.10480241,34.29289434,116.99672,163.2948231,131.752432,27.14667981,287.5209174,263.2645654,20.13028087,78.11860629,255.4077984,13.84192342,259.6573449,365.5474005,1.163035626,1.171439944,0.754841908,1.103571512,0.12559252,0.48834026,0.108309385,0.254805531,0.00123326,0.046908606,1.573325544,1.521812463,1.932285418,1.465278147,2.174267715,0.187744313,1.00806386,1.120622392,0.176641176,3.489907504,0.302213279,0.464621285,0.658280812,0.302267346,0.414279555,0.519260716,0.186973183,1.435778304,0.35082556,1.404276069,
Firm 372,148.5280477,61.07322319,353.5673551,3.286197973,212.005589,105.096963,511.3777099,345.045869,720.4524865,809.6530727,28.24558192,418.5038204,643.1652346,153.0688002,638.6911156,0.025872503,0.706317658,0.549224751,0.115571741,0.579719933,0.06469815,0.450295664,0.131264481,0.422252813,0.386021969,0.032023208,0.474300366,0.986980383,1.132117634,0.935233817,0.155614416,0.66715741,0.582139143,1.187371691,1.109465654,0.54735994,0.486657227,0.388646609,0.108228596,0.412066419,0.091000126,1.888232243,1.695693411,1.232503477,1.019026393,
Firm 373,0,0,-0.000524647,0,-0.045148344,0.002842926,0.332525806,0.210925006,0.058805389,0.012356982,0.184812127,0.017382843,0.075734391,0.006427944,0.013485056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 375,1.584873095,6.364104013,6.281428037,42.40407611,29.92191293,55.90835226,154.8573715,8.774325748,173.6174884,171.524064,0.62495115,37.94089774,0.685538277,67.03955816,59.37814285,0.466621368,0.133179063,0.540202492,0.18608965,0.974013762,2.743525911,1.763487075,0.084591849,0.085213638,0.497828978,3.472631736,1.155100499,1.376896897,1.201946118,1.827764674,1.079008748,0.517426229,0.196032998,0.569808996,0.007663187,0.107144034,0.726208812,0.187132914,0.430013551,0.012496534,2.261493762,0.238032229,0.370883645,0.857474046,1.203356222,
Firm 376,101.8201599,46.7195278,0,0,0,377.4149853,198.1085912,0,0,0,431.705886,208.6357368,0,0,0,0.755161039,1.00875419,0,0,0,0.942879164,0.241194372,0,0,0,0.46748592,0.524772402,0,0,0,0.449174897,2.116524833,0,0,0,0.173725895,0.420303095,0,0,0,1.456338552,3.764543104,0,0,0,
Firm 377,0,0,0,0,0.024117768,0,0,0,0,0.024822907,0,0,0,0,0.050922496,0,0,0,0,0.031762097,0,0,0,0,7.081446146,0,0,0,0,2.158692792,0,0,0,0,0.031737588,0,0,0,0,1.4117552,0,0,0,0,1.458691224,
Firm 378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 379,6.386871556,8.123827847,0.68338483,0.449500734,-1.578594089,87.63292391,74.71244186,41.18516829,35.67707273,0,101.0221974,70.17954373,42.07845997,35.86714263,0,0.43434215,0.515564282,0.299787127,0.09216666,-1.006806142,1.441397263,0.819682249,1.215193346,2.490637966,0.375236129,0.02080086,2.057712399,1.00058725,2.136762029,-0.043164829,0.133761476,0.48499457,0.084386835,0.023635718,-0.254420207,1.137695516,0.874374077,0.919062866,1.667215107,0.090072404,1.455053003,0.197346746,1.058481857,1.521405342,0.108115599,
Firm 380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 382,0,0.005260802,0,0,0,0,-0.941117099,0.155447054,1.365598122,-7.044297766,0,-0.418779806,-0.228941308,0.037916984,-1.422268159,0,0,0,0,0,0,1.812615423,2.069053,2.125598491,0.964507442,0,2.06231378,2.643474064,0.228893404,0.007102884,0,0.005152307,0,0,0,0,0.531104537,0.322684005,1.516595255,0.538773115,0,0.190688828,0.158145671,0.230203744,0.498200663,
Firm 383,2.553744993,3.158102386,13.31361676,-0.520932611,1.038706613,16.52480409,47.53101275,23.81261719,38.35769138,6.733941186,13.10962679,11.78103829,7.510681115,11.19513688,2.251529052,0.064348208,0.089971353,0.029189353,0.04596854,0.165086831,0.752612169,0.901394783,0.942224514,0.965324461,0.034973058,1.071043081,1.260665469,0.533155898,0.522079631,0.400224467,0.190450973,1.381900011,0.509435801,-0.050956436,0.1148089,1.297841871,0.141432584,0.796133763,0.333295732,1.650782608,1.259697638,0.042581483,1.856683943,0.06809864,0.045444727,
Firm 384,-0.168450208,0.053052968,0.00124539,0.273044434,0.132216643,1.270872065,0.15487395,0.635254048,1.23341845,1.365011349,3.037293892,0.128540975,2.431278534,2.700576499,0.207543317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 385,2.761658698,-0.971585884,-0.557788139,12.9143674,24.17876078,22.33452014,7.531178169,14.25367883,29.76418869,30.16677013,1.508443038,9.038178465,3.36237629,7.819641974,3.725867869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 386,146.5286678,22.93513299,90.19559805,181.822906,20.58711573,297.7526407,266.091861,390.1425882,385.8723213,336.4258186,191.9268023,110.6406028,96.23237656,9.568909151,277.5154137,0.458611664,0.17198147,0.153144536,0.84661385,0.987495178,0.318182438,0.120858818,0.151742643,0.319895382,0.168788136,0.688866547,1.112726542,1.104852036,1.347209069,1.0320504,0.572497698,1.26433683,0.491784664,0.040288975,0.189625288,0.219062528,0.191833922,0.332138762,0.198670982,0.090810663,0.86128019,0.225549084,0.44701397,1.011422178,0.228378703,
Firm 387,355.7224678,625.0697719,1478.754435,481.5897378,1790.621244,1630.04082,1637.472835,2793.388085,2627.180305,135.1124196,218.6211271,1007.556322,579.0425182,492.4897773,1591.531491,0.158009989,0.487326979,0.186747485,1.166132058,0.85845189,0.259564604,0.53060612,0.098683992,0.211062483,0.111940434,0.311107827,0.072618784,1.35994034,1.533700085,0.02460203,0.177638058,0.460129373,0.996504912,1.017111067,0.824883012,0.281553864,0.637572473,0.333847523,0.344680369,0.391475582,0.282862526,2.37584731,0.60391189,2.201869277,1.865218067,
Firm 388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Firm 389,0.006073135,-9.05716E-06,6.736009286,0,0,0.357344864,0.216573866,18.00752391,0,0,0.22647008,0.288374521,26.26068158,0,0,9.564523613,-29.33948218,0,0,0,26.97234141,22.32123387,0,0,0,26.66203858,1379.802227,0,0,0,7.411172237,-31.20439509,0,0,0,7.893010116,585.1432341,0,0,0,48.5121452,1577.909736,0,0,0,
Firm 390,0,102.5927026,12.58770628,125.2693942,5.612145699,0,264.9451899,155.7027047,411.4406618,126.5337716,0,4.209627361,11.12812436,5.462024175,6.167414306,0,-0.055234746,-0.010308439,2.054670414,0.09682247,0,0.241474041,1.766911365,1.074998002,0.254626556,0,1.355298266,0.516087811,1.533802104,0.391790719,0,1.2394512,0.967542346,0.829457635,1.440154031,0,0.390312333,0.244622227,0.21151214,0.045095615,0,1.95209316,0.846166258,1.285711484,0.884161439,
